id,name_ja,name_en,type_ja,category_ja,power,accuracy,pp,priority,generation,effect_en,contact,punch,sound,bullet,pulse,slicing,wind,bite,powder,heal,protect,reflectable,mirror
508,ギアチェンジ,shift-gear,はがね,へんか,,,10,0,第五世代,Raises the user’s Attack by one stage and its Speed by two stages.,0,0,0,0,0,0,0,0,0,0,0,0,0
509,ともえなげ,circle-throw,かくとう,ぶつり,60,90,10,-6,第五世代,Ends wild battles.  Forces trainers to switch Pokémon.,1,0,0,0,0,0,0,0,0,0,1,0,1
510,やきつくす,incinerate,ほのお,とくしゅ,60,100,15,0,第五世代,Destroys the target’s held berry.,0,0,0,0,0,0,0,0,0,0,1,0,1
511,さきおくり,quash,あく,へんか,,100,15,0,第五世代,Makes the target act last this turn.,0,0,0,0,0,0,0,0,0,0,1,0,1
512,アクロバット,acrobatics,ひこう,ぶつり,55,100,15,0,第五世代,Has double power if the user has no held item.,0,0,0,0,0,0,0,0,0,0,0,0,0
513,ミラータイプ,reflect-type,ノーマル,へんか,,,15,0,第五世代,User becomes the target’s type.,0,0,0,0,0,0,0,0,0,0,1,0,0
514,かたきうち,retaliate,ノーマル,ぶつり,70,100,5,0,第五世代,Has double power if a friendly Pokémon fainted last turn.,1,0,0,0,0,0,0,0,0,0,1,0,1
515,いのちがけ,final-gambit,かくとう,とくしゅ,,100,5,0,第五世代,Inflicts damage equal to the user’s remaining HP.  User faints.,0,0,0,0,0,0,0,0,0,0,0,0,0
516,ギフトパス,bestow,ノーマル,へんか,,,15,0,第五世代,Gives the user’s held item to the target.,0,0,0,0,0,0,0,0,0,0,0,0,1
517,れんごく,inferno,ほのお,とくしゅ,100,50,5,0,第五世代,Has a chance to burn the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
518,みずのちかい,water-pledge,みず,とくしゅ,80,100,10,0,第五世代,"With Grass Pledge, halves opposing Pokémon’s Speed for four turns.",0,0,0,0,0,0,0,0,0,0,0,0,0
519,ほのおのちかい,fire-pledge,ほのお,とくしゅ,80,100,10,0,第五世代,"With Water Pledge, doubles the effect chance of friendly Pokémon’s moves for four turns.",0,0,0,0,0,0,0,0,0,0,0,0,0
520,くさのちかい,grass-pledge,くさ,とくしゅ,80,100,10,0,第五世代,"With Fire Pledge, damages opposing Pokémon for 1/8 their max HP every turn for four turns.",0,0,0,0,0,0,0,0,0,0,0,0,0
521,ボルトチェンジ,volt-switch,でんき,とくしゅ,70,100,20,0,第五世代,User must switch out after attacking.,0,0,0,0,0,0,0,0,0,0,1,0,1
522,むしのていこう,struggle-bug,むし,とくしゅ,50,100,20,0,第五世代,Has a chance to lower the target’s Special Attack by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
523,じならし,bulldoze,じめん,ぶつり,60,100,20,0,第五世代,Has a chance to lower the target’s Speed by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
524,こおりのいぶき,frost-breath,こおり,とくしゅ,60,90,10,0,第五世代,Always scores a critical hit.,0,0,0,0,0,0,0,0,0,0,1,0,1
525,ドラゴンテール,dragon-tail,ドラゴン,ぶつり,60,90,10,-6,第五世代,Ends wild battles.  Forces trainers to switch Pokémon.,1,0,0,0,0,0,0,0,0,0,1,0,1
526,ふるいたてる,work-up,ノーマル,へんか,,,30,0,第五世代,Raises the user’s Attack and Special Attack by one stage each.,0,0,0,0,0,0,0,0,0,0,0,0,0
527,エレキネット,electroweb,でんき,とくしゅ,55,95,15,0,第五世代,Lowers the target’s Speed by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
528,ワイルドボルト,wild-charge,でんき,ぶつり,90,100,15,0,第五世代,User receives 1/4 the damage it inflicts in recoil.,1,0,0,0,0,0,0,0,0,0,1,0,1
529,ドリルライナー,drill-run,じめん,ぶつり,80,95,10,0,第五世代,Has an increased chance for a critical hit.,1,0,0,0,0,0,0,0,0,0,1,0,1
530,ダブルチョップ,dual-chop,ドラゴン,ぶつり,40,90,15,0,第五世代,Hits twice in one turn.,1,0,0,0,0,0,0,0,0,0,1,0,1
531,ハートスタンプ,heart-stamp,エスパー,ぶつり,60,100,25,0,第五世代,Has a chance to make the target flinch.,1,0,0,0,0,0,0,0,0,0,1,0,1
532,ウッドホーン,horn-leech,くさ,ぶつり,75,100,10,0,第五世代,Drains half the damage inflicted to heal the user.,1,0,0,0,0,0,0,0,0,1,1,0,1
533,せいなるつるぎ,sacred-sword,かくとう,ぶつり,90,100,15,0,第五世代,Ignores the target’s stat modifiers.,1,0,0,0,0,1,0,0,0,0,1,0,1
534,シェルブレード,razor-shell,みず,ぶつり,75,95,10,0,第五世代,Has a chance to lower the target’s Defense by one stage.,1,0,0,0,0,1,0,0,0,0,1,0,1
535,ヒートスタンプ,heat-crash,ほのお,ぶつり,,100,10,0,第五世代,"Power is higher when the user weighs more than the target, up to a maximum of 120.",0,0,0,0,0,0,0,0,0,0,0,0,0
536,グラスミキサー,leaf-tornado,くさ,とくしゅ,65,90,10,0,第五世代,Has a chance to lower the target’s accuracy by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
537,ハードローラー,steamroller,むし,ぶつり,65,100,20,0,第五世代,Has a chance to make the target flinch.,1,0,0,0,0,0,0,0,0,0,1,0,1
538,コットンガード,cotton-guard,くさ,へんか,,,10,0,第五世代,Raises the user’s Defense by three stages.,0,0,0,0,0,0,0,0,0,0,0,0,0
539,ナイトバースト,night-daze,あく,とくしゅ,85,95,10,0,第五世代,Has a chance to lower the target’s accuracy by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
540,サイコブレイク,psystrike,エスパー,とくしゅ,100,100,10,0,第五世代,"Inflicts damage based on the target’s Defense, not Special Defense.",0,0,0,0,0,0,0,0,0,0,1,0,1
541,スイープビンタ,tail-slap,ノーマル,ぶつり,25,85,10,0,第五世代,Hits 2-5 times in one turn.,1,0,0,0,0,0,0,0,0,0,1,0,1
542,ぼうふう,hurricane,ひこう,とくしゅ,110,70,10,0,第五世代,Has a chance to confuse the target.,0,0,0,0,0,0,1,0,0,0,1,0,1
543,アフロブレイク,head-charge,ノーマル,ぶつり,120,100,15,0,第五世代,User receives 1/4 the damage it inflicts in recoil.,1,0,0,0,0,0,0,0,0,0,1,0,1
544,ギアソーサー,gear-grind,はがね,ぶつり,50,85,15,0,第五世代,Hits twice in one turn.,1,0,0,0,0,0,0,0,0,0,1,0,1
545,かえんだん,searing-shot,ほのお,とくしゅ,100,100,5,0,第五世代,Has a chance to burn the target.,0,0,0,1,0,0,0,0,0,0,1,0,1
546,テクノバスター,techno-blast,ノーマル,とくしゅ,120,100,5,0,第五世代,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.",0,0,0,0,0,0,0,0,0,0,1,0,1
547,いにしえのうた,relic-song,ノーマル,とくしゅ,75,100,10,0,第五世代,Has a chance to put the target to sleep.,0,0,1,0,0,0,0,0,0,0,1,0,1
548,しんぴのつるぎ,secret-sword,かくとう,とくしゅ,85,100,10,0,第五世代,"Inflicts damage based on the target’s Defense, not Special Defense.",0,0,0,0,0,1,0,0,0,0,1,0,1
549,こごえるせかい,glaciate,こおり,とくしゅ,65,95,10,0,第五世代,Lowers the target’s Speed by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
550,らいげき,bolt-strike,でんき,ぶつり,130,85,5,0,第五世代,Has a chance to paralyze the target.,1,0,0,0,0,0,0,0,0,0,1,0,1
551,あおいほのお,blue-flare,ほのお,とくしゅ,130,85,5,0,第五世代,Has a chance to burn the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
552,ほのおのまい,fiery-dance,ほのお,とくしゅ,80,100,10,0,第五世代,Has a chance to raise the user’s Special Attack by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
553,フリーズボルト,freeze-shock,こおり,ぶつり,140,90,5,0,第五世代,Requires a turn to charge before attacking.  Has a chance to paralyze the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
554,コールドフレア,ice-burn,こおり,とくしゅ,140,90,5,0,第五世代,Requires a turn to charge before attacking.  Has a chance to burn the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
555,バークアウト,snarl,あく,とくしゅ,55,95,15,0,第五世代,Has a chance to lower the target’s Special Attack by one stage.,0,0,1,0,0,0,0,0,0,0,1,0,1
556,つららおとし,icicle-crash,こおり,ぶつり,85,90,10,0,第五世代,Has a chance to make the target flinch.,0,0,0,0,0,0,0,0,0,0,1,0,1
557,Ｖジェネレート,v-create,ほのお,ぶつり,180,95,5,0,第五世代,"Lowers the user’s Defense, Special Defense, and Speed by one stage each.",1,0,0,0,0,0,0,0,0,0,1,0,1
558,クロスフレイム,fusion-flare,ほのお,とくしゅ,100,100,5,0,第五世代,"With Fusion Bolt, inflicts double damage.",0,0,0,0,0,0,0,0,0,0,1,0,1
559,クロスサンダー,fusion-bolt,でんき,ぶつり,100,100,5,0,第五世代,"With Fusion Flare, inflicts double damage.",0,0,0,0,0,0,0,0,0,0,1,0,1
560,フライングプレス,flying-press,かくとう,ぶつり,100,95,10,0,第六世代,Deals both Fighting and Flying-type damage.,1,0,0,0,0,0,0,0,0,0,1,0,1
561,たたみがえし,mat-block,かくとう,へんか,,,10,0,第六世代,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,0,0,0,0,0,0,0,0,0,0,0,0,0
562,ゲップ,belch,どく,とくしゅ,120,90,10,0,第六世代,Can only be used after the user has eaten a berry.,0,0,0,0,0,0,0,0,0,0,1,0,0
563,たがやす,rototiller,じめん,へんか,,,10,0,第六世代,Raises the Attack and Special Attack of all Grass Pokémon in battle.,0,0,0,0,0,0,0,0,0,0,0,0,0
564,ねばねばネット,sticky-web,むし,へんか,,,20,0,第六世代,"Covers the opposing field, lowering opponents’ Speed by one stage upon switching in.",0,0,0,0,0,0,0,0,0,0,0,1,0
565,とどめばり,fell-stinger,むし,ぶつり,50,100,25,0,第六世代,Raises the user’s Attack by two stages if it KOs the target.,1,0,0,0,0,0,0,0,0,0,1,0,1
566,ゴーストダイブ,phantom-force,ゴースト,ぶつり,90,100,10,0,第六世代,"User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.",1,0,0,0,0,0,0,0,0,0,0,0,1
567,ハロウィン,trick-or-treat,ゴースト,へんか,,100,20,0,第六世代,Adds Ghost to the target’s types.,0,0,0,0,0,0,0,0,0,0,1,1,1
568,おたけび,noble-roar,ノーマル,へんか,,100,30,0,第六世代,Lowers the target’s Attack and Special Attack by one stage.,0,0,1,0,0,0,0,0,0,0,1,1,1
569,プラズマシャワー,ion-deluge,でんき,へんか,,,25,1,第六世代,Changes all Normal moves to Electric moves for the rest of the turn.,0,0,0,0,0,0,0,0,0,0,0,0,0
570,パラボラチャージ,parabolic-charge,でんき,とくしゅ,65,100,20,0,第六世代,Heals the user for half the total damage dealt to all targets.,0,0,0,0,0,0,0,0,0,1,1,0,1
571,もりののろい,forests-curse,くさ,へんか,,100,20,0,第六世代,Adds Grass to the target’s types.,0,0,0,0,0,0,0,0,0,0,1,1,1
572,はなふぶき,petal-blizzard,くさ,ぶつり,90,100,15,0,第六世代,Inflicts regular damage.,0,0,0,0,0,0,1,0,0,0,1,0,1
573,フリーズドライ,freeze-dry,こおり,とくしゅ,70,100,20,0,第六世代,Super-effective against Water.,0,0,0,0,0,0,0,0,0,0,1,0,1
574,チャームボイス,disarming-voice,フェアリー,とくしゅ,40,,15,0,第六世代,Never misses.,0,0,1,0,0,0,0,0,0,0,1,0,1
575,すてゼリフ,parting-shot,あく,へんか,,100,20,0,第六世代,Lowers all targets’ Attack and Special Attack by one stage.  Makes the user switch out.,0,0,1,0,0,0,0,0,0,0,1,1,1
576,ひっくりかえす,topsy-turvy,あく,へんか,,,20,0,第六世代,Inverts the target’s stat modifiers.,0,0,0,0,0,0,0,0,0,0,1,1,1
577,ドレインキッス,draining-kiss,フェアリー,とくしゅ,50,100,10,0,第六世代,Drains 75% of the damage inflicted to heal the user.,1,0,0,0,0,0,0,0,0,1,1,0,1
578,トリックガード,crafty-shield,フェアリー,へんか,,,10,3,第六世代,Protects all friendly Pokémon from non-damaging moves.,0,0,0,0,0,0,0,0,0,0,0,0,0
579,フラワーガード,flower-shield,フェアリー,へんか,,,10,0,第六世代,Raises the Defense of all Grass Pokémon in battle.,0,0,0,0,0,0,0,0,0,0,0,0,0
580,グラスフィールド,grassy-terrain,くさ,へんか,,,10,0,第六世代,"For five turns, heals all Pokémon on the ground for 1/16 max HP each turn and strengthens their Grass moves to 1.5× their power.",0,0,0,0,0,0,0,0,0,0,0,0,0
581,ミストフィールド,misty-terrain,フェアリー,へんか,,,10,0,第六世代,"For five turns, protects all Pokémon on the ground from major status ailments and confusion, and halves the power of incoming Dragon moves.",0,0,0,0,0,0,0,0,0,0,0,0,0
582,そうでん,electrify,でんき,へんか,,,20,0,第六世代,Changes the target’s move’s type to Electric if it hasn’t moved yet this turn.,0,0,0,0,0,0,0,0,0,0,1,0,1
583,じゃれつく,play-rough,フェアリー,ぶつり,90,90,10,0,第六世代,Has a chance to lower the target’s Attack by one stage.,1,0,0,0,0,0,0,0,0,0,1,0,1
584,ようせいのかぜ,fairy-wind,フェアリー,とくしゅ,40,100,30,0,第六世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,1,0,0,0,1,0,1
585,ムーンフォース,moonblast,フェアリー,とくしゅ,95,100,15,0,第六世代,Has a chance to lower the target’s Special Attack by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
586,ばくおんぱ,boomburst,ノーマル,とくしゅ,140,100,10,0,第六世代,Inflicts regular damage.,0,0,1,0,0,0,0,0,0,0,1,0,1
587,フェアリーロック,fairy-lock,フェアリー,へんか,,,10,0,第六世代,Prevents all Pokémon from fleeing or switching out during the next turn.,0,0,0,0,0,0,0,0,0,0,0,0,1
588,キングシールド,kings-shield,はがね,へんか,,,10,4,第六世代,Blocks damaging attacks and lowers attacking Pokémon’s Attack by two stages on contact.  Switches Aegislash to Shield Forme.,0,0,0,0,0,0,0,0,0,0,0,0,0
589,なかよくする,play-nice,ノーマル,へんか,,,20,0,第六世代,Lowers the target’s Attack by one stage.,0,0,0,0,0,0,0,0,0,0,0,1,1
590,ないしょばなし,confide,ノーマル,へんか,,,20,0,第六世代,Lowers the target’s Special Attack by one stage.,0,0,1,0,0,0,0,0,0,0,0,1,1
591,ダイヤストーム,diamond-storm,いわ,ぶつり,100,95,5,0,第六世代,Has a chance to raise the user’s Defense by two stages for each target hit.,0,0,0,0,0,0,0,0,0,0,1,0,1
592,スチームバースト,steam-eruption,みず,とくしゅ,110,95,5,0,第六世代,Has a chance to burn the target.,0,0,0,0,0,0,0,0,0,0,1,0,1
593,いじげんホール,hyperspace-hole,エスパー,とくしゅ,80,,5,0,第六世代,Ignores and destroys protection effects.,0,0,0,0,0,0,0,0,0,0,0,0,1
594,みずしゅりけん,water-shuriken,みず,とくしゅ,15,100,20,1,第六世代,Hits 2–5 times.,0,0,0,0,0,0,0,0,0,0,0,0,0
595,マジカルフレイム,mystical-fire,ほのお,とくしゅ,75,100,10,0,第六世代,Has a chance to lower the target’s Special Attack by one stage.,0,0,0,0,0,0,0,0,0,0,1,0,1
596,ニードルガード,spiky-shield,くさ,へんか,,,10,4,第六世代,Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.,0,0,0,0,0,0,0,0,0,0,0,0,0
597,アロマミスト,aromatic-mist,フェアリー,へんか,,,20,0,第六世代,Raises a selected ally’s Special Defense by one stage.,0,0,0,0,0,0,0,0,0,0,0,0,0
598,かいでんぱ,eerie-impulse,でんき,へんか,,100,15,0,第六世代,Lowers the target’s Special Attack by two stages.,0,0,0,0,0,0,0,0,0,0,1,1,1
599,ベノムトラップ,venom-drench,どく,へんか,,100,20,0,第六世代,"Lowers the target’s Attack, Special Attack, and Speed by one stage if it is poisoned.",0,0,0,0,0,0,0,0,0,0,1,1,1
600,ふんじん,powder,むし,へんか,,100,20,1,第六世代,"Explodes if the target uses a Fire move this turn, damaging it for 1/4 its max HP and preventing the move.",0,0,0,0,0,0,0,0,1,0,1,1,1
601,ジオコントロール,geomancy,フェアリー,へんか,,,10,0,第六世代,"Takes one turn to charge, then raises the user’s Special Attack, Special Defense, and Speed by two stages.",0,0,0,0,0,0,0,0,0,0,0,0,0
602,じばそうさ,magnetic-flux,でんき,へんか,,,20,0,第六世代,Raises the Defense and Special Defense of all friendly Pokémon with Plus or Minus by one stage.,0,0,0,0,0,0,0,0,0,0,0,0,0
603,ハッピータイム,happy-hour,ノーマル,へんか,,,30,0,第六世代,Doubles prize money.,0,0,0,0,0,0,0,0,0,0,0,0,0
604,エレキフィールド,electric-terrain,でんき,へんか,,,10,0,第六世代,"For five turns, prevents all Pokémon on the ground from sleeping and strengthens their Electric moves to 1.5× their power.",0,0,0,0,0,0,0,0,0,0,0,0,0
605,マジカルシャイン,dazzling-gleam,フェアリー,とくしゅ,80,100,10,0,第六世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,1,0,1
606,おいわい,celebrate,ノーマル,へんか,,,40,0,第六世代,Does nothing.,0,0,0,0,0,0,0,0,0,0,0,0,0
607,てをつなぐ,hold-hands,ノーマル,へんか,,,40,0,第六世代,Does nothing.,0,0,0,0,0,0,0,0,0,0,0,0,0
608,つぶらなひとみ,baby-doll-eyes,フェアリー,へんか,,100,30,1,第六世代,Lowers the target’s Attack by one stage.,0,0,0,0,0,0,0,0,0,0,1,1,1
609,ほっぺすりすり,nuzzle,でんき,ぶつり,20,100,20,0,第六世代,Has a chance to paralyze the target.,1,0,0,0,0,0,0,0,0,0,1,0,1
610,てかげん,hold-back,ノーマル,ぶつり,40,100,40,0,第六世代,Cannot lower the target’s HP below 1.,1,0,0,0,0,0,0,0,0,0,1,0,1
611,まとわりつく,infestation,むし,とくしゅ,20,100,20,0,第六世代,Prevents the target from fleeing and inflicts damage for 2-5 turns.,1,0,0,0,0,0,0,0,0,0,1,0,1
612,グロウパンチ,power-up-punch,かくとう,ぶつり,40,100,20,0,第六世代,Raises the user’s Attack by one stage after inflicting damage.,1,1,0,0,0,0,0,0,0,0,1,0,1
613,デスウイング,oblivion-wing,ひこう,とくしゅ,80,100,10,0,第六世代,Drains 75% of the damage inflicted to heal the user.,0,0,0,0,0,0,0,0,0,1,1,0,1
614,サウザンアロー,thousand-arrows,じめん,ぶつり,90,100,10,0,第六世代,"Grounds the target, and hits even Flying-type or levitating Pokémon.",0,0,0,0,0,0,0,0,0,0,1,0,1
615,サウザンウェーブ,thousand-waves,じめん,ぶつり,90,100,10,0,第六世代,Prevents the target from leaving battle.,0,0,0,0,0,0,0,0,0,0,1,0,1
616,グランドフォース,lands-wrath,じめん,ぶつり,90,100,10,0,第六世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,1,0,1
617,はめつのひかり,light-of-ruin,フェアリー,とくしゅ,140,90,5,0,第六世代,User receives 1/2 the damage inflicted in recoil.,0,0,0,0,0,0,0,0,0,0,1,0,1
618,こんげんのはどう,origin-pulse,みず,とくしゅ,110,85,10,0,第六世代,Inflicts regular damage with no additional effect.,0,0,0,0,1,0,0,0,0,0,1,0,1
619,だんがいのつるぎ,precipice-blades,じめん,ぶつり,120,85,10,0,第六世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,1,0,1
620,ガリョウテンセイ,dragon-ascent,ひこう,ぶつり,120,100,5,0,第六世代,Lowers the user’s Defense and Special Defense by one stage after inflicting damage.,1,0,0,0,0,0,0,0,0,0,1,0,1
621,いじげんラッシュ,hyperspace-fury,あく,ぶつり,100,,5,0,第六世代,Ignores and destroys protection effects.,0,0,0,0,0,0,0,0,0,0,0,0,1
622,ウルトラダッシュアタック,breakneck-blitz--physical,ノーマル,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
623,ウルトラダッシュアタック,breakneck-blitz--special,ノーマル,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
624,ぜんりょくむそうげきれつけん,all-out-pummeling--physical,かくとう,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
625,ぜんりょくむそうげきれつけん,all-out-pummeling--special,かくとう,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
626,ファイナルダイブクラッシュ,supersonic-skystrike--physical,ひこう,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
627,ファイナルダイブクラッシュ,supersonic-skystrike--special,ひこう,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
628,アシッドポイズンデリート,acid-downpour--physical,どく,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
629,アシッドポイズンデリート,acid-downpour--special,どく,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
630,ライジングランドオーバー,tectonic-rage--physical,じめん,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
631,ライジングランドオーバー,tectonic-rage--special,じめん,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
632,ワールズエンドフォール,continental-crush--physical,いわ,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
633,ワールズエンドフォール,continental-crush--special,いわ,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
634,ぜったいほしょくかいてんざん,savage-spin-out--physical,むし,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
635,ぜったいほしょくかいてんざん,savage-spin-out--special,むし,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
636,むげんあんやへのいざない,never-ending-nightmare--physical,ゴースト,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
637,むげんあんやへのいざない,never-ending-nightmare--special,ゴースト,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
638,ちょうぜつらせんれんげき,corkscrew-crash--physical,はがね,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
639,ちょうぜつらせんれんげき,corkscrew-crash--special,はがね,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
640,ダイナミックフルフレイム,inferno-overdrive--physical,ほのお,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
641,ダイナミックフルフレイム,inferno-overdrive--special,ほのお,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
642,スーパーアクアトルネード,hydro-vortex--physical,みず,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
643,スーパーアクアトルネード,hydro-vortex--special,みず,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
644,ブルームシャインエクストラ,bloom-doom--physical,くさ,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
645,ブルームシャインエクストラ,bloom-doom--special,くさ,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
646,スパーキングギガボルト,gigavolt-havoc--physical,でんき,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
647,スパーキングギガボルト,gigavolt-havoc--special,でんき,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
648,マキシマムサイブレイカー,shattered-psyche--physical,エスパー,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
649,マキシマムサイブレイカー,shattered-psyche--special,エスパー,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
650,レイジングジオフリーズ,subzero-slammer--physical,こおり,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
651,レイジングジオフリーズ,subzero-slammer--special,こおり,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
652,アルティメットドラゴンバーン,devastating-drake--physical,ドラゴン,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
653,アルティメットドラゴンバーン,devastating-drake--special,ドラゴン,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
654,ブラックホールイクリプス,black-hole-eclipse--physical,あく,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
655,ブラックホールイクリプス,black-hole-eclipse--special,あく,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
656,ラブリースターインパクト,twinkle-tackle--physical,フェアリー,ぶつり,,,1,0,第七世代,Inflicts regular damage with no additional effect.,0,0,0,0,0,0,0,0,0,0,0,0,0
657,ラブリースターインパクト,twinkle-tackle--special,フェアリー,とくしゅ,,,1,0,第七世代,Inflicts regular damage with no additional effect.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
658,ひっさつのピカチュート,catastropika,でんき,ぶつり,210,,1,0,第七世代,Inflicts regular damage with no additional effect.,1,0,0,0,0,0,0,0,0,0,0,0,0
