id,name_ja,name_en,category_en,fling_power,effect_en
892,むらさきのミツ,purple-nectar,species-specific,10,Changes Oricorio to Sensu Style.
893,たいようのふえ,sun-flute,plot-advancement,,Evolves Nebby into Solgaleo when used at the Altar of the Sunne.
894,つきのふえ,moon-flute,plot-advancement,,Evolves Nebby into Lunala when used at the Altar of the Moone.
895,あやしいカード,enigmatic-card,plot-advancement,,Unlocks Looker’s motel room on Route 8.
896,グランドコート,terrain-extender,held-items,60,Held: Extends the holder’s Terrain effects to 8 turns.
897,ぼうごパット,protective-pads,held-items,30,Held: Prevents side effects of contact moves used on the holder.
898,エレキシード,electric-seed,held-items,10,Held: Consumed on Electric Terrain and raises the holder’s Defense by one stage.
899,サイコシード,psychic-seed,held-items,10,Held: Consumed on Psychic Terrain and raises the holder’s Special Defense by one stage.
900,ミストシード,misty-seed,held-items,10,Held: Consumed on Misty Terrain and raises the holder’s Special Defense by one stage.
901,グラスシード,grassy-seed,held-items,10,Held: Consumed on Grassy Terrain and raises the holder’s Defense by one stage.
902,ファイトメモリ,fighting-memory,memories,50,Held: Changes Silvally to its Fighting form.  Changes Multi-Attack’s type to Fighting.
903,フライングメモリ,flying-memory,memories,50,Held: Changes Silvally to its Flying form.  Changes Multi-Attack’s type to Flying.
904,ポイズンメモリ,poison-memory,memories,50,Held: Changes Silvally to its Poison form.  Changes Multi-Attack’s type to Poison.
905,グラウンドメモリ,ground-memory,memories,50,Held: Changes Silvally to its Ground form.  Changes Multi-Attack’s type to Ground.
906,ロックメモリ,rock-memory,memories,50,Held: Changes Silvally to its Rock form.  Changes Multi-Attack’s type to Rock.
907,バグメモリ,bug-memory,memories,50,Held: Changes Silvally to its Bug form.  Changes Multi-Attack’s type to Bug.
908,ゴーストメモリ,ghost-memory,memories,50,Held: Changes Silvally to its Ghost form.  Changes Multi-Attack’s type to Ghost.
909,スチールメモリ,steel-memory,memories,50,Held: Changes Silvally to its Steel form.  Changes Multi-Attack’s type to Steel.
910,ファイヤーメモリ,fire-memory,memories,50,Held: Changes Silvally to its Fire form.  Changes Multi-Attack’s type to Fire.
911,ウオーターメモリ,water-memory,memories,50,Held: Changes Silvally to its Water form.  Changes Multi-Attack’s type to Water.
912,グラスメモリ,grass-memory,memories,50,Held: Changes Silvally to its Grass form.  Changes Multi-Attack’s type to Grass.
913,エレクトロメモリ,electric-memory,memories,50,Held: Changes Silvally to its Electric form.  Changes Multi-Attack’s type to Electric.
914,サイキックメモリ,psychic-memory,memories,50,Held: Changes Silvally to its Psychic form.  Changes Multi-Attack’s type to Psychic.
915,アイスメモリ,ice-memory,memories,50,Held: Changes Silvally to its Ice form.  Changes Multi-Attack’s type to Ice.
916,ドラゴンメモリ,dragon-memory,memories,50,Held: Changes Silvally to its Dragon form.  Changes Multi-Attack’s type to Dragon.
917,ダークメモリ,dark-memory,memories,50,Held: Changes Silvally to its Dark form.  Changes Multi-Attack’s type to Dark.
918,フェアリーメモリ,fairy-memory,memories,50,Held: Changes Silvally to its Fairy form.  Changes Multi-Attack’s type to Fairy.
919,じてんしゃ,bike--green,unused,,XXX new effect for bike--green
920,そうこのカギ,storage-key--galactic-warehouse,unused,,XXX new effect for storage-key--galactic-warehouse
921,ちかのかぎ,basement-key--goldenrod,unused,,XXX new effect for basement-key--goldenrod
922,ライブキャスター,xtransceiver--red,unused,,XXX new effect for xtranceiver--red
923,ライブキャスター,xtransceiver--yellow,unused,,XXX new effect for xtranceiver--yellow
924,いでんしのくさび,dna-splicers--merge,unused,,XXX new effect for dna-splicers--merge
925,いでんしのくさび,dna-splicers--split,unused,,XXX new effect for dna-splicers--split
926,わすれもの,dropped-item--red,unused,,XXX new effect for dropped-item--red
927,わすれもの,dropped-item--yellow,unused,,XXX new effect for dropped-item--yellow
928,ホロキャスター,holo-caster--green,unused,,XXX new effect for holo-caster--green
929,じてんしゃ,bike--yellow,unused,,XXX new effect for bike--yellow
930,ホロキャスター,holo-caster--red,unused,,XXX new effect for holo-caster--red
931,ちかのカギ,basement-key--new-mauville,unused,,XXX new effect for basement-key--new-mauville
932,そうこのカギ,storage-key--sea-mauville,unused,,XXX new effect for storage-key--sea-mauville
933,ふねのチケット,ss-ticket--hoenn,unused,,XXX new effect for ss-ticket--hoenn
934,ライブドレス,contest-costume--dress,unused,,XXX new effect for contest-costume--dress
935,いんせき,meteorite--2,unused,,XXX new effect for meteorite--2
936,いんせき,meteorite--3,unused,,XXX new effect for meteorite--3
937,いんせき,meteorite--4,unused,,XXX new effect for meteorite--4
938,ノーマルＺ,normalium-z--bag,unused,,XXX new effect for normalium-z--bag
939,ホノオＺ,firium-z--bag,unused,,XXX new effect for firium-z--bag
940,ミズＺ,waterium-z--bag,unused,,XXX new effect for waterium-z--bag
941,デンキＺ,electrium-z--bag,unused,,XXX new effect for electrium-z--bag
942,クサＺ,grassium-z--bag,unused,,XXX new effect for grassium-z--bag
943,コオリＺ,icium-z--bag,unused,,XXX new effect for icium-z--bag
944,カクトウＺ,fightinium-z--bag,unused,,XXX new effect for fightinium-z--bag
945,ドクＺ,poisonium-z--bag,unused,,XXX new effect for poisonium-z--bag
946,ジメンＺ,groundium-z--bag,unused,,XXX new effect for groundium-z--bag
947,ヒコウＺ,flyinium-z--bag,unused,,XXX new effect for flyinium-z--bag
948,エスパーＺ,psychium-z--bag,unused,,XXX new effect for psychium-z--bag
949,ムシＺ,buginium-z--bag,unused,,XXX new effect for buginium-z--bag
950,イワＺ,rockium-z--bag,unused,,XXX new effect for rockium-z--bag
951,ゴーストＺ,ghostium-z--bag,unused,,XXX new effect for ghostium-z--bag
952,ドラゴンＺ,dragonium-z--bag,unused,,XXX new effect for dragonium-z--bag
953,アクＺ,darkinium-z--bag,unused,,XXX new effect for darkinium-z--bag
954,ハガネＺ,steelium-z--bag,unused,,XXX new effect for steelium-z--bag
955,フェアリーＺ,fairium-z--bag,unused,,XXX new effect for fairium-z--bag
956,ピカチュウＺ,pikanium-z--bag,unused,,XXX new effect for pikanium-z--bag
957,ジュナイパーＺ,decidium-z--bag,unused,,XXX new effect for decidium-z--bag
958,ガオガエンＺ,incinium-z--bag,unused,,XXX new effect for incinium-z--bag
959,アシレーヌＺ,primarium-z--bag,unused,,XXX new effect for primarium-z--bag
960,カプＺ,tapunium-z--bag,unused,,XXX new effect for tapunium-z--bag
961,マーシャドーＺ,marshadium-z--bag,unused,,XXX new effect for marshadium-z--bag
962,アロライＺ,aloraichium-z--bag,unused,,XXX new effect for aloraichium-z--bag
963,カビゴンＺ,snorlium-z--bag,unused,,XXX new effect for snorlium-z--bag
964,イーブイＺ,eevium-z--bag,unused,,XXX new effect for eevium-z--bag
965,ミュウＺ,mewnium-z--bag,unused,,XXX new effect for mewnium-z--bag
966,サトピカＺ,pikashunium-z--bag,unused,,XXX new effect for pikashunium-z--bag
967,ソルガレオＺ,solganium-z--held,unused,,XXX new effect for solganium-z--held
968,ルナアーラＺ,lunalium-z--held,unused,,XXX new effect for lunalium-z--held
969,ウルトラネクロＺ,ultranecrozium-z--held,unused,,XXX new effect for ultranecrozium-z--held
970,ミミッキュＺ,mimikium-z--held,unused,,XXX new effect for mimikium-z--held
971,ルガルガンＺ,lycanium-z--held,unused,,XXX new effect for lycanium-z--held
972,ジャラランガＺ,kommonium-z--held,unused,,XXX new effect for kommonium-z--held
973,ソルガレオＺ,solganium-z--bag,unused,,XXX new effect for solganium-z--bag
974,ルナアーラＺ,lunalium-z--bag,unused,,XXX new effect for lunalium-z--bag
975,ウルトラネクロＺ,ultranecrozium-z--bag,unused,,XXX new effect for ultranecrozium-z--bag
976,ミミッキュＺ,mimikium-z--bag,unused,,XXX new effect for mimikium-z--bag
977,ルガルガンＺ,lycanium-z--bag,unused,,XXX new effect for lycanium-z--bag
978,ジャラランガＺ,kommonium-z--bag,unused,,XXX new effect for kommonium-z--bag
979,Ｚパワーリング,z-power-ring,unused,,XXX new effect for z-power-ring
980,ももいろはなびら,pink-petal,unused,,XXX new effect for pink-petal
981,だいだいはなびら,orange-petal,unused,,XXX new effect for orange-petal
982,あおのはなびら,blue-petal,unused,,XXX new effect for blue-petal
983,あかのはなびら,red-petal,unused,,XXX new effect for red-petal
984,みどりのはなびら,green-petal,unused,,XXX new effect for green-petal
985,きいろのはなびら,yellow-petal,unused,,XXX new effect for yellow-petal
986,むらさきはなびら,purple-petal,unused,,XXX new effect for purple-petal
987,にじいろのはな,rainbow-flower,unused,,XXX new effect for rainbow-flower
988,だいだいバッジ,surge-badge,unused,,XXX new effect for surge-badge
989,ネクロプラスソル,n-solarizer--merge,unused,,XXX new effect for n-solarizer--merge
990,ネクロプラスルナ,n-lunarizer--merge,unused,,XXX new effect for n-lunarizer--merge
991,ネクロプラスソル,n-solarizer--split,unused,,XXX new effect for n-solarizer--split
992,ネクロプラスルナ,n-lunarizer--split,unused,,XXX new effect for n-lunarizer--split
993,イリマノーマルＺ,ilimas-normalium-z,unused,,XXX new effect for ilimas-normalium-z
994,のこされたボール,left-poke-ball,unused,,XXX new effect for left-poke-ball
995,タマゴふかポン,roto-hatch,unused,,XXX new effect for roto-hatch
996,やすうりポン,roto-bargain,unused,,XXX new effect for roto-bargain
997,おこづかいポン,roto-prize-money,unused,,XXX new effect for roto-prize-money
998,けいけんポン,roto-exp-points,unused,,XXX new effect for roto-exp-points
999,なつきポン,roto-friendship,unused,,XXX new effect for roto-friendship
1000,みっけポン,roto-encounter,unused,,XXX new effect for roto-encounter
1001,かくれポン,roto-stealth,unused,,XXX new effect for roto-stealth
1002,ＨＰかいふくポン,roto-hp-restore,unused,,XXX new effect for roto-hp-restore
1003,ＰＰかいふくポン,roto-pp-restore,unused,,XXX new effect for roto-pp-restore
1004,おうえんポン,roto-boost,unused,,XXX new effect for roto-boost
1005,つかまえポン,roto-catch,unused,,XXX new effect for roto-catch
1006,マチスのサイン,autograph,unused,,
1007,ポケモンボックス,pokemon-box,unused,,
1008,かいふくポケット,medicine-pocket,unused,,
1009,アメボトル,candy-jar,unused,,
1010,きょうかポケット,power-up-pocket,unused,,
1011,おきがえトランク,clothing-trunk,unused,,
1012,ほかくポケット,catching-pocket,unused,,
1013,バトルポケット,battle-pocket,unused,,
1014,ぎんのズリのみ,silver-razz-berry,catching-bonus,10,
1015,きんのズリのみ,golden-razz-berry,catching-bonus,10,
1016,ぎんのナナのみ,silver-nanab-berry,catching-bonus,10,
1017,きんのナナのみ,golden-nanab-berry,catching-bonus,10,
1018,ぎんのパイルのみ,silver-pinap-berry,catching-bonus,10,
1019,きんのパイルのみ,golden-pinap-berry,catching-bonus,10,
1020,ひみつのカギ,secret-key--letsgo,plot-advancement,,
1021,ふねのチケット,ss-ticket--letsgo,plot-advancement,,
1022,おとどけもの,parcel--letsgo,plot-advancement,,
1023,カードキー,card-key--letsgo,plot-advancement,,
1024,のびたバネ,stretchy-spring,loot,30,
1025,チョークいし,chalky-stone,loot,30,
1026,ビーだま,marble,loot,30,
1027,かたっぽピアス,lone-earring,loot,30,
1028,うみべのガラス,beach-glass,loot,30,
1029,きんのはっぱ,gold-leaf,loot,30,
1030,ぎんのはっぱ,silver-leaf,loot,30,
1031,ピカピカだんご,polished-mud-ball,loot,30,
1032,なんごくかいがら,tropical-shell,loot,30,
1033,このはのおてがみ,leaf-letter--pikachu,loot,30,
1034,このはのおてがみ,leaf-letter--eevee,loot,30,
1035,ちいさなはなたば,small-bouquet,loot,30,
1036,むしよせコロン,lure,spelunking,30,
1037,シルバーコロン,super-lure,spelunking,30,
1038,ゴールドコロン,max-lure,spelunking,30,
1039,ニビあられ,pewter-crunchies,status-cures,30,
1040,げんきのアメ,health-candy,vitamins,,
1041,ちからのアメ,mighty-candy,vitamins,,
1042,まもりのアメ,tough-candy,vitamins,,
1043,ちしきのアメ,smart-candy,vitamins,,
1044,こころのアメ,courage-candy,vitamins,,
1045,はやさのアメ,quick-candy,vitamins,,
1046,げんきのアメＬ,health-candy-l,vitamins,,
1047,ちからのアメＬ,mighty-candy-l,vitamins,,
1048,まもりのアメＬ,tough-candy-l,vitamins,,
1049,ちしきのアメＬ,smart-candy-l,vitamins,,
1050,こころのアメＬ,courage-candy-l,vitamins,,
1051,はやさのアメＬ,quick-candy-l,vitamins,,
1052,げんきのアメＸＬ,health-candy-xl,vitamins,,
1053,ちからのアメＸＬ,mighty-candy-xl,vitamins,,
1054,まもりのアメＸＬ,tough-candy-xl,vitamins,,
1055,ちしきのアメＸＬ,smart-candy-xl,vitamins,,
1056,こころのアメＸＬ,courage-candy-xl,vitamins,,
1057,はやさのアメＸＬ,quick-candy-xl,vitamins,,
1058,フシギダネのアメ,bulbasaur-candy,species-candies,,
1059,ヒトカゲのアメ,charmander-candy,species-candies,,
1060,ゼニガメのアメ,squirtle-candy,species-candies,,
1061,キャタピーのアメ,caterpie-candy,species-candies,,
1062,ビードルのアメ,weedle-candy,species-candies,,
1063,ポッポのアメ,pidgey-candy,species-candies,,
1064,コラッタのアメ,rattata-candy,species-candies,,
1065,オニスズメのアメ,spearow-candy,species-candies,,
1066,アーボのアメ,ekans-candy,species-candies,,
1067,ピカチュウのアメ,pikachu-candy,species-candies,,
1068,サンドのアメ,sandshrew-candy,species-candies,,
1069,ニドラン♀のアメ,nidoran-f-candy,species-candies,,
1070,ニドラン♂のアメ,nidoran-m-candy,species-candies,,
1071,ピッピのアメ,clefairy-candy,species-candies,,
1072,ロコンのアメ,vulpix-candy,species-candies,,
1073,プリンのアメ,jigglypuff-candy,species-candies,,
1074,ズバットのアメ,zubat-candy,species-candies,,
1075,ナゾノクサのアメ,oddish-candy,species-candies,,
1076,パラスのアメ,paras-candy,species-candies,,
1077,コンパンのアメ,venonat-candy,species-candies,,
1078,ディグダのアメ,diglett-candy,species-candies,,
1079,ニャースのアメ,meowth-candy,species-candies,,
1080,コダックのアメ,psyduck-candy,species-candies,,
1081,マンキーのアメ,mankey-candy,species-candies,,
1082,ガーディのアメ,growlithe-candy,species-candies,,
1083,ニョロモのアメ,poliwag-candy,species-candies,,
1084,ケーシィのアメ,abra-candy,species-candies,,
1085,ワンリキーのアメ,machop-candy,species-candies,,
1086,マダツボミのアメ,bellsprout-candy,species-candies,,
1087,メノクラゲのアメ,tentacool-candy,species-candies,,
1088,イシツブテのアメ,geodude-candy,species-candies,,
1089,ポニータのアメ,ponyta-candy,species-candies,,
1090,ヤドンのアメ,slowpoke-candy,species-candies,,
1091,コイルのアメ,magnemite-candy,species-candies,,
1092,カモネギのアメ,farfetchd-candy,species-candies,,
1093,ドードーのアメ,doduo-candy,species-candies,,
1094,パウワウのアメ,seel-candy,species-candies,,
1095,ベトベターのアメ,grimer-candy,species-candies,,
1096,シェルダーのアメ,shellder-candy,species-candies,,
1097,ゴースのアメ,gastly-candy,species-candies,,
1098,イワークのアメ,onix-candy,species-candies,,
1099,スリープのアメ,drowzee-candy,species-candies,,
1100,クラブのアメ,krabby-candy,species-candies,,
1101,ビリリダマのアメ,voltorb-candy,species-candies,,
1102,タマタマのアメ,exeggcute-candy,species-candies,,
1103,カラカラのアメ,cubone-candy,species-candies,,
1104,サワムラーのアメ,hitmonlee-candy,species-candies,,
1105,エビワラーのアメ,hitmonchan-candy,species-candies,,
1106,ベロリンガのアメ,lickitung-candy,species-candies,,
1107,ドガースのアメ,koffing-candy,species-candies,,
1108,サイホーンのアメ,rhyhorn-candy,species-candies,,
1109,ラッキーのアメ,chansey-candy,species-candies,,
1110,モンジャラのアメ,tangela-candy,species-candies,,
1111,ガルーラのアメ,kangaskhan-candy,species-candies,,
1112,タッツーのアメ,horsea-candy,species-candies,,
1113,トサキントのアメ,goldeen-candy,species-candies,,
1114,ヒトデマンのアメ,staryu-candy,species-candies,,
1115,バリヤードのアメ,mr-mime-candy,species-candies,,
1116,ストライクのアメ,scyther-candy,species-candies,,
1117,ルージュラのアメ,jynx-candy,species-candies,,
1118,エレブーのアメ,electabuzz-candy,species-candies,,
1119,カイロスのアメ,pinsir-candy,species-candies,,
1120,ケンタロスのアメ,tauros-candy,species-candies,,
1121,コイキングのアメ,magikarp-candy,species-candies,,
1122,ラプラスのアメ,lapras-candy,species-candies,,
1123,メタモンのアメ,ditto-candy,species-candies,,
1124,イーブイのアメ,eevee-candy,species-candies,,
1125,ポリゴンのアメ,porygon-candy,species-candies,,
1126,オムナイトのアメ,omanyte-candy,species-candies,,
1127,カブトのアメ,kabuto-candy,species-candies,,
1128,プテラのアメ,aerodactyl-candy,species-candies,,
1129,カビゴンのアメ,snorlax-candy,species-candies,,
1130,フリーザーのアメ,articuno-candy,species-candies,,
1131,サンダーのアメ,zapdos-candy,species-candies,,
1132,ファイヤーのアメ,moltres-candy,species-candies,,
1133,ミニリュウのアメ,dratini-candy,species-candies,,
1134,ミュウツーのアメ,mewtwo-candy,species-candies,,
1135,ミュウのアメ,mew-candy,species-candies,,
1136,メルタンのアメ,meltan-candy,species-candies,,
1137,ブーバーのアメ,magmar-candy,species-candies,,
1138,すいせんじょう,endorsement,plot-advancement,,
1139,ポケモンボックス,pokemon-box-link,gameplay,,
1140,ねがいぼし,wishing-star,plot-advancement,,
1141,ダイマックスＢ,dynamax-band,plot-advancement,,
1142,つりざお,fishing-rod--galar,gameplay,,
1143,ロトムじてんしゃ,rotom-bike,gameplay,,
1144,あらびきヴルスト,sausages,curry-ingredients,10,
1145,ボブのかんづめ,bobs-food-tin,curry-ingredients,80,
1146,バックのかんづめ,bachs-food-tin,curry-ingredients,80,
1147,マメかん,tin-of-beans,curry-ingredients,80,
1148,しょくパン,bread,curry-ingredients,10,
1149,パスタ,pasta,curry-ingredients,10,
1150,キノコパック,mixed-mushrooms,curry-ingredients,10,
1151,しっぽのくんせい,smoke-poke-tail,curry-ingredients,10,
1152,ふといながねぎ,large-leek,curry-ingredients,20,
1153,とくせんリンゴ,fancy-apple,curry-ingredients,20,
1154,かぼそいホネ,brittle-bones,curry-ingredients,30,
1155,ポテトパック,pack-of-potatoes,curry-ingredients,10,
1156,みずべのハーブ,pungent-root,curry-ingredients,10,
1157,やさいパック,salad-mix,curry-ingredients,10,
1158,フライもりあわせ,fried-food,curry-ingredients,10,
1159,ゆでタマゴ,boiled-egg,curry-ingredients,20,
1160,キャンプセット,camping-gear,gameplay,,
1161,くちたけん,rusted-sword,species-specific,,
1162,くちたたて,rusted-shield,species-specific,,
1163,カセキのトリ,fossilized-bird,dex-completion,100,
1164,カセキのサカナ,fossilized-fish,dex-completion,100,
1165,カセキのリュウ,fossilized-drake,dex-completion,100,
1166,カセキのクビナガ,fossilized-dino,dex-completion,100,
1167,いちごアメざいく,strawberry-sweet,evolution,10,
1168,ハートアメざいく,love-sweet,evolution,10,
1169,ベリーアメざいく,berry-sweet,evolution,10,
1170,よつばアメざいく,clover-sweet,evolution,10,
1171,おはなアメざいく,flower-sweet,evolution,10,
1172,スターアメざいく,star-sweet,evolution,10,
1173,リボンアメざいく,ribbon-sweet,evolution,10,
1174,あまーいりんご,sweet-apple,evolution,30,
1175,すっぱいりんご,tart-apple,evolution,30,
1176,のどスプレー,throat-spray,held-items,30,
1177,だっしゅつパック,eject-pack,held-items,50,
1178,あつぞこブーツ,heavy-duty-boots,held-items,80,
1179,からぶりほけん,blunder-policy,held-items,80,
1180,ルームサービス,room-service,held-items,100,
1181,ばんのうがさ,utility-umbrella,held-items,60,
1182,けいけんアメＸＳ,exp-candy-xs,vitamins,30,
1183,けいけんアメＳ,exp-candy-s,vitamins,30,
1184,けいけんアメＭ,exp-candy-m,vitamins,30,
1185,けいけんアメＬ,exp-candy-l,vitamins,30,
1186,けいけんアメＸＬ,exp-candy-xl,vitamins,30,
1187,ダイマックスアメ,dynamax-candy,vitamins,30,
1188,わざレコード00,tr00,all-machines,10,
1189,わざレコード01,tr01,all-machines,85,
1190,わざレコード02,tr02,all-machines,90,
1191,わざレコード03,tr03,all-machines,110,
1192,わざレコード04,tr04,all-machines,90,
1193,わざレコード05,tr05,all-machines,90,
1194,わざレコード06,tr06,all-machines,110,
1195,わざレコード07,tr07,all-machines,10,
1196,わざレコード08,tr08,all-machines,90,
1197,わざレコード09,tr09,all-machines,110,
1198,わざレコード10,tr10,all-machines,100,
1199,わざレコード11,tr11,all-machines,90,
1200,わざレコード12,tr12,all-machines,10,
1201,わざレコード13,tr13,all-machines,10,
1202,わざレコード14,tr14,all-machines,10,
1203,わざレコード15,tr15,all-machines,110,
1204,わざレコード16,tr16,all-machines,80,
1205,わざレコード17,tr17,all-machines,10,
1206,わざレコード18,tr18,all-machines,80,
1207,わざレコード19,tr19,all-machines,80,
1208,わざレコード20,tr20,all-machines,10,
1209,わざレコード21,tr21,all-machines,10,
1210,わざレコード22,tr22,all-machines,90,
1211,わざレコード23,tr23,all-machines,10,
1212,わざレコード24,tr24,all-machines,120,
1213,わざレコード25,tr25,all-machines,80,
1214,わざレコード26,tr26,all-machines,10,
1215,わざレコード27,tr27,all-machines,10,
1216,わざレコード28,tr28,all-machines,120,
1217,わざレコード29,tr29,all-machines,10,
1218,わざレコード30,tr30,all-machines,10,
1219,わざレコード31,tr31,all-machines,100,
1220,わざレコード32,tr32,all-machines,80,
1221,わざレコード33,tr33,all-machines,80,
1222,わざレコード34,tr34,all-machines,120,
1223,わざレコード35,tr35,all-machines,90,
1224,わざレコード36,tr36,all-machines,95,
1225,わざレコード37,tr37,all-machines,10,
1226,わざレコード38,tr38,all-machines,10,
1227,わざレコード39,tr39,all-machines,120,
1228,わざレコード40,tr40,all-machines,10,
1229,わざレコード41,tr41,all-machines,85,
1230,わざレコード42,tr42,all-machines,90,
1231,わざレコード43,tr43,all-machines,130,
1232,わざレコード44,tr44,all-machines,10,
1233,わざレコード45,tr45,all-machines,90,
1234,わざレコード46,tr46,all-machines,10,
1235,わざレコード47,tr47,all-machines,80,
1236,わざレコード48,tr48,all-machines,10,
1237,わざレコード49,tr49,all-machines,10,
1238,わざレコード50,tr50,all-machines,90,
1239,わざレコード51,tr51,all-machines,10,
1240,わざレコード52,tr52,all-machines,10,
1241,わざレコード53,tr53,all-machines,120,
1242,わざレコード54,tr54,all-machines,10,
1243,わざレコード55,tr55,all-machines,120,
1244,わざレコード56,tr56,all-machines,80,
1245,わざレコード57,tr57,all-machines,80,
1246,わざレコード58,tr58,all-machines,80,
1247,わざレコード59,tr59,all-machines,80,
1248,わざレコード60,tr60,all-machines,80,
1249,わざレコード61,tr61,all-machines,90,
1250,わざレコード62,tr62,all-machines,85,
1251,わざレコード63,tr63,all-machines,80,
1252,わざレコード64,tr64,all-machines,120,
1253,わざレコード65,tr65,all-machines,90,
1254,わざレコード66,tr66,all-machines,120,
1255,わざレコード67,tr67,all-machines,90,
1256,わざレコード68,tr68,all-machines,10,
1257,わざレコード69,tr69,all-machines,80,
1258,わざレコード70,tr70,all-machines,80,
1259,わざレコード71,tr71,all-machines,130,
1260,わざレコード72,tr72,all-machines,120,
1261,わざレコード73,tr73,all-machines,120,
1262,わざレコード74,tr74,all-machines,80,
1263,わざレコード75,tr75,all-machines,100,
1264,わざレコード76,tr76,all-machines,10,
1265,わざレコード77,tr77,all-machines,10,
1266,わざレコード78,tr78,all-machines,95,
1267,わざレコード79,tr79,all-machines,10,
1268,わざレコード80,tr80,all-machines,10,
1269,わざレコード81,tr81,all-machines,95,
1270,わざレコード82,tr82,all-machines,20,
1271,わざレコード83,tr83,all-machines,10,
1272,わざレコード84,tr84,all-machines,80,
1273,わざレコード85,tr85,all-machines,10,
1274,わざレコード86,tr86,all-machines,90,
1275,わざレコード87,tr87,all-machines,80,
1276,わざレコード88,tr88,all-machines,10,
1277,わざレコード89,tr89,all-machines,110,
1278,わざレコード90,tr90,all-machines,90,
1279,わざレコード91,tr91,all-machines,10,
1280,わざレコード92,tr92,all-machines,80,
1281,わざレコード93,tr93,all-machines,85,
1282,わざレコード94,tr94,all-machines,95,
1283,わざレコード95,tr95,all-machines,80,
1284,わざレコード96,tr96,all-machines,90,
1285,わざレコード97,tr97,all-machines,85,
1286,わざレコード98,tr98,all-machines,85,
1287,わざレコード99,tr99,all-machines,80,
1288,わざマシン00,tm00,all-machines,,
1289,さみしがりミント,lonely-mint,nature-mints,10,
1290,いじっぱりミント,adamant-mint,nature-mints,10,
1291,やんちゃミント,naughty-mint,nature-mints,10,
1292,ゆうかんミント,brave-mint,nature-mints,10,
1293,ずぶといミント,bold-mint,nature-mints,10,
1294,わんぱくミント,impish-mint,nature-mints,10,
1295,のうてんきミント,lax-mint,nature-mints,10,
1296,のんきミント,relaxed-mint,nature-mints,10,
1297,ひかえめミント,modest-mint,nature-mints,10,
1298,おっとりミント,mild-mint,nature-mints,10,
1299,うっかりやミント,rash-mint,nature-mints,10,
1300,れいせいミント,quiet-mint,nature-mints,10,
1301,おだやかミント,calm-mint,nature-mints,10,
1302,おとなしいミント,gentle-mint,nature-mints,10,
1303,しんちょうミント,careful-mint,nature-mints,10,
1304,なまいきミント,sassy-mint,nature-mints,10,
1305,おくびょうミント,timid-mint,nature-mints,10,
1306,せっかちミント,hasty-mint,nature-mints,10,
1307,ようきミント,jolly-mint,nature-mints,10,
1308,むじゃきミント,naive-mint,nature-mints,10,
1309,まじめミント,serious-mint,nature-mints,10,
1310,ねがいのかたまり,wishing-piece,collectibles,50,
1311,われたポット,cracked-pot,evolution,80,
1312,かけたポット,chipped-pot,evolution,80,
1313,すごいみみせん,hi-tech-earbuds,gameplay,,
1314,フサパック,fruit-bunch,curry-ingredients,10,
1315,モーモーチーズ,moomoo-cheese,curry-ingredients,20,
1316,スパイスセット,spice-mix,curry-ingredients,50,
1317,しんせんクリーム,fresh-cream,curry-ingredients,10,
1318,レトルトカレー,packaged-curry,curry-ingredients,10,
1319,ヤシのミルク,coconut-milk,curry-ingredients,10,
1320,レトルトめん,instant-noodles,curry-ingredients,10,
1321,レトルトバーグ,precooked-burger,curry-ingredients,10,
1322,キョダイパウダー,gigantamix,curry-ingredients,50,
1323,ねがいのかけら,wishing-chip,unused,,
1324,ロトムじてんしゃ,rotom-bike--water-mode,unused,,
1325,ゆれないおまもり,catching-charm,gameplay,,
1326,ふるびたてがみ,old-letter,plot-advancement,,
1327,バンドのサイン,band-autograph,unused,,
1328,ソニアのほん,sonias-book,plot-advancement,,
1329,ロトムのカタログ,rotom-catalog,gameplay,,
1330,★And458,dynamax-crystal-and458,dynamax-crystals,,
1331,★And15,dynamax-crystal-and15,dynamax-crystals,,
1332,★And337,dynamax-crystal-and337,dynamax-crystals,,
1333,★And603,dynamax-crystal-and603,dynamax-crystals,,
1334,★And390,dynamax-crystal-and390,dynamax-crystals,,
1335,★Sgr6879,dynamax-crystal-sgr6879,dynamax-crystals,,
1336,★Sgr6859,dynamax-crystal-sgr6859,dynamax-crystals,,
1337,★Sgr6913,dynamax-crystal-sgr6913,dynamax-crystals,,
1338,★Sgr7348,dynamax-crystal-sgr7348,dynamax-crystals,,
1339,★Sgr7121,dynamax-crystal-sgr7121,dynamax-crystals,,
1340,★Sgr6746,dynamax-crystal-sgr6746,dynamax-crystals,,
1341,★Sgr7194,dynamax-crystal-sgr7194,dynamax-crystals,,
1342,★Sgr7337,dynamax-crystal-sgr7337,dynamax-crystals,,
1343,★Sgr7343,dynamax-crystal-sgr7343,dynamax-crystals,,
1344,★Sgr6812,dynamax-crystal-sgr6812,dynamax-crystals,,
1345,★Sgr7116,dynamax-crystal-sgr7116,dynamax-crystals,,
1346,★Sgr7264,dynamax-crystal-sgr7264,dynamax-crystals,,
1347,★Sgr7597,dynamax-crystal-sgr7597,dynamax-crystals,,
1348,★Del7882,dynamax-crystal-del7882,dynamax-crystals,,
1349,★Del7906,dynamax-crystal-del7906,dynamax-crystals,,
1350,★Del7852,dynamax-crystal-del7852,dynamax-crystals,,
1351,★Psc596,dynamax-crystal-psc596,dynamax-crystals,,
