id,name_ja,name_en,dex_no,generation,type1_ja,type2_ja,hp,attack,defense,sp_attack,sp_defense,speed,base_total,ability1_ja,ability2_ja,hidden_ability_ja,height_m,weight_kg,is_legendary,is_mythical
1013,ヤバソチャ,sinistcha,1013,第九世代,くさ,ゴースト,71,60,106,121,80,70,508,おもてなし,,たいねつ,0.2,2.2,False,False
1014,イイネイヌ,okidogi,1014,第九世代,どく,かくとう,88,128,115,58,86,80,555,どくのくさり,,ばんけん,1.8,92.2,True,False
1015,マシマシラ,munkidori,1015,第九世代,どく,エスパー,88,75,66,130,90,106,555,どくのくさり,,おみとおし,1.0,12.2,True,False
1016,キチキギス,fezandipiti,1016,第九世代,どく,フェアリー,88,91,82,70,125,99,555,どくのくさり,,テクニシャン,1.4,30.1,True,False
1017,オーガポン,ogerpon,1017,第九世代,くさ,,80,120,84,60,96,110,550,まけんき,,,1.2,39.8,True,False
1018,ブリジュラス,archaludon,1018,第九世代,はがね,ドラゴン,90,105,130,125,65,85,600,じきゅうりょく,がんじょう,すじがねいり,2.0,60.0,False,False
1019,カミツオロチ,hydrapple,1019,第九世代,くさ,ドラゴン,106,80,110,120,80,44,540,かんろなミツ,さいせいりょく,ねんちゃく,1.8,93.0,False,False
1020,ウガツホムラ,gouging-fire,1020,第九世代,ほのお,ドラゴン,105,115,121,65,93,91,590,こだいかっせい,,,3.5,590.0,False,False
1021,タケルライコ,raging-bolt,1021,第九世代,でんき,ドラゴン,125,73,91,137,89,75,590,こだいかっせい,,,5.2,480.0,False,False
1022,テツノイワオ,iron-boulder,1022,第九世代,いわ,エスパー,90,120,80,68,108,124,590,クォークチャージ,,,1.5,162.5,False,False
1023,テツノカシラ,iron-crown,1023,第九世代,はがね,エスパー,90,72,100,122,108,98,590,クォークチャージ,,,1.6,156.0,False,False
1024,テラパゴス,terapagos,1024,第九世代,ノーマル,,90,65,85,65,85,60,450,テラスチェンジ,,,0.2,6.5,True,False
1025,モモワロウ,pecharunt,1025,第九世代,どく,ゴースト,88,88,160,88,88,88,600,どくくぐつ,,,0.3,0.3,False,True
10001,デオキシス,deoxys-attack,386,第三世代,エスパー,,50,180,20,180,20,150,600,プレッシャー,,,1.7,60.8,False,True
10002,デオキシス,deoxys-defense,386,第三世代,エスパー,,50,70,160,70,160,90,600,プレッシャー,,,1.7,60.8,False,True
10003,デオキシス,deoxys-speed,386,第三世代,エスパー,,50,95,90,95,90,180,600,プレッシャー,,,1.7,60.8,False,True
10004,ミノマダム,wormadam-sandy,413,第四世代,むし,じめん,60,79,105,59,85,36,424,きけんよち,,ぼうじん,0.5,6.5,False,False
10005,ミノマダム,wormadam-trash,413,第四世代,むし,はがね,60,69,95,69,95,36,424,きけんよち,,ぼうじん,0.5,6.5,False,False
10006,シェイミ,shaymin-sky,492,第四世代,くさ,ひこう,100,103,75,120,75,127,600,てんのめぐみ,,,0.4,5.2,False,True
10007,ギラティナ,giratina-origin,487,第四世代,ゴースト,ドラゴン,150,120,100,120,100,90,680,ふゆう,,,6.9,650.0,True,False
10008,ロトム,rotom-heat,479,第四世代,でんき,ほのお,50,65,107,105,107,86,520,ふゆう,,,0.3,0.3,False,False
10009,ロトム,rotom-wash,479,第四世代,でんき,みず,50,65,107,105,107,86,520,ふゆう,,,0.3,0.3,False,False
10010,ロトム,rotom-frost,479,第四世代,でんき,こおり,50,65,107,105,107,86,520,ふゆう,,,0.3,0.3,False,False
10011,ロトム,rotom-fan,479,第四世代,でんき,ひこう,50,65,107,105,107,86,520,ふゆう,,,0.3,0.3,False,False
10012,ロトム,rotom-mow,479,第四世代,でんき,くさ,50,65,107,105,107,86,520,ふゆう,,,0.3,0.3,False,False
10013,ポワルン,castform-sunny,351,第三世代,ほのお,,70,70,70,70,70,70,420,てんきや,,,0.3,0.8,False,False
10014,ポワルン,castform-rainy,351,第三世代,みず,,70,70,70,70,70,70,420,てんきや,,,0.3,0.8,False,False
10015,ポワルン,castform-snowy,351,第三世代,こおり,,70,70,70,70,70,70,420,てんきや,,,0.3,0.8,False,False
10016,バスラオ,basculin-blue-striped,550,第五世代,みず,,70,92,65,80,55,98,460,いしあたま,てきおうりょく,かたやぶり,1.0,18.0,False,False
10017,ヒヒダルマ,darmanitan-zen,555,第五世代,ほのお,エスパー,105,30,105,140,105,55,540,ちからずく,,ダルマモード,1.3,92.9,False,False
10018,メロエッタ,meloetta-pirouette,648,第五世代,ノーマル,かくとう,100,128,90,77,77,128,600,てんのめぐみ,,,0.6,6.5,False,True
10019,トルネロス,tornadus-therian,641,第五世代,ひこう,,79,100,80,110,90,121,580,さいせいりょく,,,1.4,63.0,True,False
10020,ボルトロス,thundurus-therian,642,第五世代,でんき,ひこう,79,105,70,145,80,101,580,ちくでん,,,3.0,61.0,True,False
10021,ランドロス,landorus-therian,645,第五世代,じめん,ひこう,89,145,90,105,80,91,600,いかく,,,1.3,68.0,True,False
10022,キュレム,kyurem-black,646,第五世代,ドラゴン,こおり,125,170,100,120,90,95,700,テラボルテージ,,,3.3,325.0,True,False
10023,キュレム,kyurem-white,646,第五世代,ドラゴン,こおり,125,120,90,170,100,95,700,ターボブレイズ,,,3.6,325.0,True,False
10024,ケルディオ,keldeo-resolute,647,第五世代,みず,かくとう,91,72,90,129,90,108,580,せいぎのこころ,,,1.4,48.5,False,True
10025,ニャオニクス,meowstic-female,678,第六世代,エスパー,,74,48,76,83,81,104,466,するどいめ,すりぬけ,かちき,0.6,8.5,False,False
10026,ギルガルド,aegislash-blade,681,第六世代,はがね,ゴースト,60,140,50,140,50,60,500,バトルスイッチ,,,1.7,53.0,False,False
10027,バケッチャ,pumpkaboo-small,710,第六世代,ゴースト,くさ,44,66,70,44,55,56,335,ものひろい,おみとおし,ふみん,0.3,3.5,False,False
10028,バケッチャ,pumpkaboo-large,710,第六世代,ゴースト,くさ,54,66,70,44,55,46,335,ものひろい,おみとおし,ふみん,0.5,7.5,False,False
10029,バケッチャ,pumpkaboo-super,710,第六世代,ゴースト,くさ,59,66,70,44,55,41,335,ものひろい,おみとおし,ふみん,0.8,15.0,False,False
10030,パンプジン,gourgeist-small,711,第六世代,ゴースト,くさ,55,85,122,58,75,99,494,ものひろい,おみとおし,ふみん,0.7,9.5,False,False
10031,パンプジン,gourgeist-large,711,第六世代,ゴースト,くさ,75,95,122,58,75,69,494,ものひろい,おみとおし,ふみん,1.1,14.0,False,False
10032,パンプジン,gourgeist-super,711,第六世代,ゴースト,くさ,85,100,122,58,75,54,494,ものひろい,おみとおし,ふみん,1.7,39.0,False,False
10033,フシギバナ,venusaur-mega,3,第一世代,くさ,どく,80,100,123,122,120,80,625,あついしぼう,,,2.4,155.5,False,False
10034,リザードン,charizard-mega-x,6,第一世代,ほのお,ドラゴン,78,130,111,130,85,100,634,かたいツメ,,,1.7,110.5,False,False
10035,リザードン,charizard-mega-y,6,第一世代,ほのお,ひこう,78,104,78,159,115,100,634,ひでり,,,1.7,100.5,False,False
10036,カメックス,blastoise-mega,9,第一世代,みず,,79,103,120,135,115,78,630,メガランチャー,,,1.6,101.1,False,False
10037,フーディン,alakazam-mega,65,第一世代,エスパー,,55,50,65,175,105,150,600,トレース,,,1.2,48.0,False,False
10038,ゲンガー,gengar-mega,94,第一世代,ゴースト,どく,60,65,80,170,95,130,600,かげふみ,,,1.4,40.5,False,False
10039,ガルーラ,kangaskhan-mega,115,第一世代,ノーマル,,105,125,100,60,100,100,590,おやこあい,,,2.2,100.0,False,False
10040,カイロス,pinsir-mega,127,第一世代,むし,ひこう,65,155,120,65,90,105,600,スカイスキン,,,1.7,59.0,False,False
10041,ギャラドス,gyarados-mega,130,第一世代,みず,あく,95,155,109,70,130,81,640,かたやぶり,,,6.5,305.0,False,False
10042,プテラ,aerodactyl-mega,142,第一世代,いわ,ひこう,80,135,85,70,95,150,615,かたいツメ,,,2.1,79.0,False,False
10043,ミュウツー,mewtwo-mega-x,150,第一世代,エスパー,かくとう,106,190,100,154,100,130,780,ふくつのこころ,,,2.3,127.0,True,False
10044,ミュウツー,mewtwo-mega-y,150,第一世代,エスパー,,106,150,70,194,120,140,780,ふみん,,,1.5,33.0,True,False
10045,デンリュウ,ampharos-mega,181,第二世代,でんき,ドラゴン,90,95,105,165,110,45,610,かたやぶり,,,1.4,61.5,False,False
10046,ハッサム,scizor-mega,212,第二世代,むし,はがね,70,150,140,65,100,75,600,テクニシャン,,,2.0,125.0,False,False
10047,ヘラクロス,heracross-mega,214,第二世代,むし,かくとう,80,185,115,40,105,75,600,スキルリンク,,,1.7,62.5,False,False
10048,ヘルガー,houndoom-mega,229,第二世代,あく,ほのお,75,90,90,140,90,115,600,サンパワー,,,1.9,49.5,False,False
10049,バンギラス,tyranitar-mega,248,第二世代,いわ,あく,100,164,150,95,120,71,700,すなおこし,,,2.5,255.0,False,False
10050,バシャーモ,blaziken-mega,257,第三世代,ほのお,かくとう,80,160,80,130,80,100,630,かそく,,,1.9,52.0,False,False
10051,サーナイト,gardevoir-mega,282,第三世代,エスパー,フェアリー,68,85,65,165,135,100,618,フェアリースキン,,,1.6,48.4,False,False
10052,クチート,mawile-mega,303,第三世代,はがね,フェアリー,50,105,125,55,95,50,480,ちからもち,,,1.0,23.5,False,False
10053,ボスゴドラ,aggron-mega,306,第三世代,はがね,,70,140,230,60,80,50,630,フィルター,,,2.2,395.0,False,False
10054,チャーレム,medicham-mega,308,第三世代,かくとう,エスパー,60,100,85,80,85,100,510,ヨガパワー,,,1.3,31.5,False,False
10055,ライボルト,manectric-mega,310,第三世代,でんき,,70,75,80,135,80,135,575,いかく,,,1.8,44.0,False,False
10056,ジュペッタ,banette-mega,354,第三世代,ゴースト,,64,165,75,93,83,75,555,いたずらごころ,,,1.2,13.0,False,False
10057,アブソル,absol-mega,359,第三世代,あく,,65,150,60,115,60,115,565,マジックミラー,,,1.2,49.0,False,False
10058,ガブリアス,garchomp-mega,445,第四世代,ドラゴン,じめん,108,170,115,120,95,92,700,すなのちから,,,1.9,95.0,False,False
10059,ルカリオ,lucario-mega,448,第四世代,かくとう,はがね,70,145,88,140,70,112,625,てきおうりょく,,,1.3,57.5,False,False
10060,ユキノオー,abomasnow-mega,460,第四世代,くさ,こおり,90,132,105,132,105,30,594,ゆきふらし,,,2.7,185.0,False,False
10061,フラエッテ,floette-eternal,670,第六世代,フェアリー,,74,65,67,125,128,92,551,フラワーベール,,きょうせい,0.2,0.9,False,False
10062,ラティアス,latias-mega,380,第三世代,ドラゴン,エスパー,80,100,120,140,150,110,700,ふゆう,,,1.8,52.0,True,False
10063,ラティオス,latios-mega,381,第三世代,ドラゴン,エスパー,80,130,100,160,120,110,700,ふゆう,,,2.3,70.0,True,False
10064,ラグラージ,swampert-mega,260,第三世代,みず,じめん,100,150,110,95,110,70,635,すいすい,,,1.9,102.0,False,False
10065,ジュカイン,sceptile-mega,254,第三世代,くさ,ドラゴン,70,110,75,145,85,145,630,ひらいしん,,,1.9,55.2,False,False
10066,ヤミラミ,sableye-mega,302,第三世代,あく,ゴースト,50,85,125,85,115,20,480,マジックミラー,,,0.5,161.0,False,False
10067,チルタリス,altaria-mega,334,第三世代,ドラゴン,フェアリー,75,110,110,110,105,80,590,フェアリースキン,,,1.5,20.6,False,False
10068,エルレイド,gallade-mega,475,第四世代,エスパー,かくとう,68,165,95,65,115,110,618,せいしんりょく,,,1.6,56.4,False,False
10069,タブンネ,audino-mega,531,第五世代,ノーマル,フェアリー,103,60,126,80,126,50,545,いやしのこころ,,,1.5,32.0,False,False
10070,サメハダー,sharpedo-mega,319,第三世代,みず,あく,70,140,70,110,65,105,560,がんじょうあご,,,2.5,130.3,False,False
10071,ヤドラン,slowbro-mega,80,第一世代,みず,エスパー,95,75,180,130,80,30,590,シェルアーマー,,,2.0,120.0,False,False
10072,ハガネール,steelix-mega,208,第二世代,はがね,じめん,75,125,230,55,95,30,610,すなのちから,,,10.5,740.0,False,False
10073,ピジョット,pidgeot-mega,18,第一世代,ノーマル,ひこう,83,80,80,135,80,121,579,ノーガード,,,2.2,50.5,False,False
10074,オニゴーリ,glalie-mega,362,第三世代,こおり,,80,120,80,120,80,100,580,フリーズスキン,,,2.1,350.2,False,False
10075,ディアンシー,diancie-mega,719,第六世代,いわ,フェアリー,50,160,110,160,110,110,700,マジックミラー,,,1.1,27.8,False,True
10076,メタグロス,metagross-mega,376,第三世代,はがね,エスパー,80,145,150,105,110,110,700,かたいツメ,,,2.5,942.9,False,False
10077,カイオーガ,kyogre-primal,382,第三世代,みず,,100,150,90,180,160,90,770,はじまりのうみ,,,9.8,430.0,True,False
10078,グラードン,groudon-primal,383,第三世代,じめん,ほのお,100,180,160,150,90,90,770,おわりのだいち,,,5.0,999.7,True,False
10079,レックウザ,rayquaza-mega,384,第三世代,ドラゴン,ひこう,105,180,100,180,100,115,780,デルタストリーム,,,10.8,392.0,True,False
10080,ピカチュウ,pikachu-rock-star,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10081,ピカチュウ,pikachu-belle,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10082,ピカチュウ,pikachu-pop-star,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10083,ピカチュウ,pikachu-phd,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10084,ピカチュウ,pikachu-libre,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10085,ピカチュウ,pikachu-cosplay,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10086,フーパ,hoopa-unbound,720,第六世代,エスパー,あく,80,160,60,170,130,80,680,マジシャン,,,6.5,490.0,False,True
10087,バクーダ,camerupt-mega,323,第三世代,ほのお,じめん,70,120,100,145,105,20,560,ちからずく,,,2.5,320.5,False,False
10088,ミミロップ,lopunny-mega,428,第四世代,ノーマル,かくとう,65,136,94,54,96,135,580,きもったま,,,1.3,28.3,False,False
10089,ボーマンダ,salamence-mega,373,第三世代,ドラゴン,ひこう,95,145,130,120,90,120,700,スカイスキン,,,1.8,112.6,False,False
10090,スピアー,beedrill-mega,15,第一世代,むし,どく,65,150,40,15,80,145,495,てきおうりょく,,,1.4,40.5,False,False
10091,コラッタ,rattata-alola,19,第一世代,あく,ノーマル,30,56,35,25,35,72,253,くいしんぼう,はりきり,あついしぼう,0.3,3.8,False,False
10092,ラッタ,raticate-alola,20,第一世代,あく,ノーマル,75,71,70,40,80,77,413,くいしんぼう,はりきり,あついしぼう,0.7,25.5,False,False
10093,ラッタ,raticate-totem-alola,20,第一世代,あく,ノーマル,75,71,70,40,80,77,413,くいしんぼう,はりきり,あついしぼう,1.4,105.0,False,False
10094,ピカチュウ,pikachu-original-cap,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10095,ピカチュウ,pikachu-hoenn-cap,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10096,ピカチュウ,pikachu-sinnoh-cap,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10097,ピカチュウ,pikachu-unova-cap,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10098,ピカチュウ,pikachu-kalos-cap,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10099,ピカチュウ,pikachu-alola-cap,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10100,ライチュウ,raichu-alola,26,第一世代,でんき,エスパー,60,85,50,95,85,110,485,サーフテール,,,0.7,21.0,False,False
10101,サンド,sandshrew-alola,27,第一世代,こおり,はがね,50,75,90,10,35,40,300,ゆきがくれ,,ゆきかき,0.7,40.0,False,False
10102,サンドパン,sandslash-alola,28,第一世代,こおり,はがね,75,100,120,25,65,65,450,ゆきがくれ,,ゆきかき,1.2,55.0,False,False
10103,ロコン,vulpix-alola,37,第一世代,こおり,,38,41,40,50,65,65,299,ゆきがくれ,,ゆきふらし,0.6,9.9,False,False
10104,キュウコン,ninetales-alola,38,第一世代,こおり,フェアリー,73,67,75,81,100,109,505,ゆきがくれ,,ゆきふらし,1.1,19.9,False,False
10105,ディグダ,diglett-alola,50,第一世代,じめん,はがね,10,55,30,35,45,90,265,すながくれ,カーリーヘアー,すなのちから,0.2,1.0,False,False
10106,ダグトリオ,dugtrio-alola,51,第一世代,じめん,はがね,35,100,60,50,70,110,425,すながくれ,カーリーヘアー,すなのちから,0.7,66.6,False,False
10107,ニャース,meowth-alola,52,第一世代,あく,,40,35,35,50,40,90,290,ものひろい,テクニシャン,びびり,0.4,4.2,False,False
10108,ペルシアン,persian-alola,53,第一世代,あく,,65,60,60,75,65,115,440,ファーコート,テクニシャン,びびり,1.1,33.0,False,False
10109,イシツブテ,geodude-alola,74,第一世代,いわ,でんき,40,80,100,30,30,20,300,じりょく,がんじょう,エレキスキン,0.4,20.3,False,False
10110,ゴローン,graveler-alola,75,第一世代,いわ,でんき,55,95,115,45,45,35,390,じりょく,がんじょう,エレキスキン,1.0,110.0,False,False
10111,ゴローニャ,golem-alola,76,第一世代,いわ,でんき,80,120,130,55,65,45,495,じりょく,がんじょう,エレキスキン,1.7,316.0,False,False
10112,ベトベター,grimer-alola,88,第一世代,どく,あく,80,80,50,40,50,25,325,どくしゅ,くいしんぼう,かがくのちから,0.7,42.0,False,False
10113,ベトベトン,muk-alola,89,第一世代,どく,あく,105,105,75,65,100,50,500,どくしゅ,くいしんぼう,かがくのちから,1.0,52.0,False,False
10114,ナッシー,exeggutor-alola,103,第一世代,くさ,ドラゴン,95,105,85,125,75,45,530,おみとおし,,しゅうかく,10.9,415.6,False,False
10115,ガラガラ,marowak-alola,105,第一世代,ほのお,ゴースト,60,80,110,50,80,45,425,のろわれボディ,ひらいしん,いしあたま,1.0,34.0,False,False
10116,ゲッコウガ,greninja-battle-bond,658,第六世代,みず,あく,72,95,67,103,71,122,530,きずなへんげ,,,1.5,40.0,False,False
10117,ゲッコウガ,greninja-ash,658,第六世代,みず,あく,72,145,67,153,71,132,640,きずなへんげ,,,1.5,40.0,False,False
10118,ジガルデ,zygarde-10-power-construct,718,第六世代,ドラゴン,じめん,54,100,71,61,85,115,486,スワームチェンジ,,,1.2,33.5,True,False
10119,ジガルデ,zygarde-50-power-construct,718,第六世代,ドラゴン,じめん,108,100,121,81,95,95,600,スワームチェンジ,,,5.0,305.0,True,False
10120,ジガルデ,zygarde-complete,718,第六世代,ドラゴン,じめん,216,100,121,91,95,85,708,スワームチェンジ,,,4.5,610.0,True,False
10121,デカグース,gumshoos-totem,735,第七世代,ノーマル,,88,110,60,55,60,45,418,はりこみ,がんじょうあご,てきおうりょく,1.4,60.0,False,False
10122,クワガノン,vikavolt-totem,738,第七世代,むし,でんき,77,70,90,145,75,43,500,ふゆう,,,2.6,147.5,False,False
10123,オドリドリ,oricorio-pom-pom,741,第七世代,でんき,ひこう,75,70,70,98,70,93,476,おどりこ,,,0.6,3.4,False,False
10124,オドリドリ,oricorio-pau,741,第七世代,エスパー,ひこう,75,70,70,98,70,93,476,おどりこ,,,0.6,3.4,False,False
10125,オドリドリ,oricorio-sensu,741,第七世代,ゴースト,ひこう,75,70,70,98,70,93,476,おどりこ,,,0.6,3.4,False,False
10126,ルガルガン,lycanroc-midnight,745,第七世代,いわ,,85,115,75,55,75,82,487,するどいめ,やるき,ノーガード,1.1,25.0,False,False
10127,ヨワシ,wishiwashi-school,746,第七世代,みず,,45,140,130,140,135,30,620,ぎょぐん,,,8.2,78.6,False,False
10128,ラランテス,lurantis-totem,754,第七世代,くさ,,70,105,90,80,90,45,480,リーフガード,,あまのじゃく,1.5,58.0,False,False
10129,エンニュート,salazzle-totem,758,第七世代,どく,ほのお,68,64,60,111,60,117,480,ふしょく,,どんかん,2.1,81.0,False,False
10130,メテノ,minior-orange-meteor,774,第七世代,いわ,ひこう,60,60,100,60,100,60,440,リミットシールド,,,0.3,40.0,False,False
10131,メテノ,minior-yellow-meteor,774,第七世代,いわ,ひこう,60,60,100,60,100,60,440,リミットシールド,,,0.3,40.0,False,False
10132,メテノ,minior-green-meteor,774,第七世代,いわ,ひこう,60,60,100,60,100,60,440,リミットシールド,,,0.3,40.0,False,False
10133,メテノ,minior-blue-meteor,774,第七世代,いわ,ひこう,60,60,100,60,100,60,440,リミットシールド,,,0.3,40.0,False,False
10134,メテノ,minior-indigo-meteor,774,第七世代,いわ,ひこう,60,60,100,60,100,60,440,リミットシールド,,,0.3,40.0,False,False
10135,メテノ,minior-violet-meteor,774,第七世代,いわ,ひこう,60,60,100,60,100,60,440,リミットシールド,,,0.3,40.0,False,False
10136,メテノ,minior-red,774,第七世代,いわ,ひこう,60,100,60,100,60,120,500,リミットシールド,,,0.3,0.3,False,False
10137,メテノ,minior-orange,774,第七世代,いわ,ひこう,60,100,60,100,60,120,500,リミットシールド,,,0.3,0.3,False,False
10138,メテノ,minior-yellow,774,第七世代,いわ,ひこう,60,100,60,100,60,120,500,リミットシールド,,,0.3,0.3,False,False
10139,メテノ,minior-green,774,第七世代,いわ,ひこう,60,100,60,100,60,120,500,リミットシールド,,,0.3,0.3,False,False
10140,メテノ,minior-blue,774,第七世代,いわ,ひこう,60,100,60,100,60,120,500,リミットシールド,,,0.3,0.3,False,False
10141,メテノ,minior-indigo,774,第七世代,いわ,ひこう,60,100,60,100,60,120,500,リミットシールド,,,0.3,0.3,False,False
10142,メテノ,minior-violet,774,第七世代,いわ,ひこう,60,100,60,100,60,120,500,リミットシールド,,,0.3,0.3,False,False
10143,ミミッキュ,mimikyu-busted,778,第七世代,ゴースト,フェアリー,55,90,80,50,105,96,476,ばけのかわ,,,0.2,0.7,False,False
10144,ミミッキュ,mimikyu-totem-disguised,778,第七世代,ゴースト,フェアリー,55,90,80,50,105,96,476,ばけのかわ,,,0.4,2.8,False,False
10145,ミミッキュ,mimikyu-totem-busted,778,第七世代,ゴースト,フェアリー,55,90,80,50,105,96,476,ばけのかわ,,,0.4,2.8,False,False
10146,ジャラランガ,kommo-o-totem,784,第七世代,ドラゴン,かくとう,75,110,125,100,105,85,600,ぼうだん,ぼうおん,ぼうじん,2.4,207.5,False,False
10147,マギアナ,magearna-original,801,第七世代,はがね,フェアリー,80,95,115,130,115,65,600,ソウルハート,,,1.0,80.5,False,True
10148,ピカチュウ,pikachu-partner-cap,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10149,ガラガラ,marowak-totem,105,第一世代,ほのお,ゴースト,60,80,110,50,80,45,425,のろわれボディ,ひらいしん,いしあたま,1.7,98.0,False,False
10150,アブリボン,ribombee-totem,743,第七世代,むし,フェアリー,60,55,60,95,70,124,464,みつあつめ,りんぷん,スイートベール,0.4,2.0,False,False
10151,イワンコ,rockruff-own-tempo,744,第七世代,いわ,,45,65,40,30,40,60,280,マイペース,,,0.5,9.2,False,False
10152,ルガルガン,lycanroc-dusk,745,第七世代,いわ,,75,117,65,55,65,110,487,かたいツメ,,,0.8,25.0,False,False
10153,オニシズクモ,araquanid-totem,752,第七世代,みず,むし,68,70,92,50,132,42,454,すいほう,,ちょすい,3.1,217.5,False,False
10154,トゲデマル,togedemaru-totem,777,第七世代,でんき,はがね,65,98,63,40,73,96,435,てつのトゲ,ひらいしん,がんじょう,0.6,13.0,False,False
10155,ネクロズマ,necrozma-dusk,800,第七世代,エスパー,はがね,97,157,127,113,109,77,680,プリズムアーマー,,,3.8,460.0,True,False
10156,ネクロズマ,necrozma-dawn,800,第七世代,エスパー,ゴースト,97,113,109,157,127,77,680,プリズムアーマー,,,4.2,350.0,True,False
10157,ネクロズマ,necrozma-ultra,800,第七世代,エスパー,ドラゴン,97,167,97,167,97,129,754,ブレインフォース,,,7.5,230.0,True,False
10158,ピカチュウ,pikachu-starter,25,第一世代,でんき,,45,80,50,75,60,120,430,せいでんき,,ひらいしん,0.4,6.0,False,False
10159,イーブイ,eevee-starter,133,第一世代,ノーマル,,65,75,70,65,85,75,435,にげあし,てきおうりょく,きけんよち,0.3,6.5,False,False
10160,ピカチュウ,pikachu-world-cap,25,第一世代,でんき,,35,55,40,50,50,90,320,せいでんき,,ひらいしん,0.4,6.0,False,False
10161,ニャース,meowth-galar,52,第一世代,はがね,,50,65,55,40,40,40,290,ものひろい,かたいツメ,きんちょうかん,0.4,7.5,False,False
10162,ポニータ,ponyta-galar,77,第一世代,エスパー,,50,85,55,65,65,90,410,にげあし,パステルベール,きけんよち,0.8,24.0,False,False
10163,ギャロップ,rapidash-galar,78,第一世代,エスパー,フェアリー,65,100,70,80,80,105,500,にげあし,パステルベール,きけんよち,1.7,80.0,False,False
10164,ヤドン,slowpoke-galar,79,第一世代,エスパー,,90,65,65,40,40,15,315,くいしんぼう,マイペース,さいせいりょく,1.2,36.0,False,False
10165,ヤドラン,slowbro-galar,80,第一世代,どく,エスパー,95,100,95,100,70,30,490,クイックドロウ,マイペース,さいせいりょく,1.6,70.5,False,False
10166,カモネギ,farfetchd-galar,83,第一世代,かくとう,,52,95,55,58,62,55,377,ふくつのこころ,,きもったま,0.8,42.0,False,False
10167,マタドガス,weezing-galar,110,第一世代,どく,フェアリー,65,90,120,85,70,60,490,ふゆう,かがくへんかガス,ミストメイカー,3.0,16.0,False,False
10168,バリヤード,mr-mime-galar,122,第一世代,こおり,エスパー,50,65,65,90,90,100,460,やるき,バリアフリー,アイスボディ,1.4,56.8,False,False
10169,フリーザー,articuno-galar,144,第一世代,エスパー,ひこう,90,85,85,125,100,95,580,かちき,,,1.7,50.9,True,False
10170,サンダー,zapdos-galar,145,第一世代,かくとう,ひこう,90,125,90,85,90,100,580,まけんき,,,1.6,58.2,True,False
10171,ファイヤー,moltres-galar,146,第一世代,あく,ひこう,90,85,90,100,125,90,580,ぎゃくじょう,,,2.0,66.0,True,False
10172,ヤドキング,slowking-galar,199,第二世代,どく,エスパー,95,65,80,110,110,30,490,きみょうなくすり,マイペース,さいせいりょく,1.8,79.5,False,False
10173,サニーゴ,corsola-galar,222,第二世代,ゴースト,,60,55,100,65,100,30,410,くだけるよろい,,のろわれボディ,0.6,0.5,False,False
10174,ジグザグマ,zigzagoon-galar,263,第三世代,あく,ノーマル,38,30,41,30,41,60,240,ものひろい,くいしんぼう,はやあし,0.4,17.5,False,False
10175,マッスグマ,linoone-galar,264,第三世代,あく,ノーマル,78,70,61,50,61,100,420,ものひろい,くいしんぼう,はやあし,0.5,32.5,False,False
10176,ダルマッカ,darumaka-galar,554,第五世代,こおり,,70,90,45,15,45,50,315,はりきり,,せいしんりょく,0.7,40.0,False,False
10177,ヒヒダルマ,darmanitan-galar-standard,555,第五世代,こおり,,105,140,55,30,55,95,480,ごりむちゅう,,ダルマモード,1.7,120.0,False,False
10178,ヒヒダルマ,darmanitan-galar-zen,555,第五世代,こおり,ほのお,105,160,55,30,55,135,540,ごりむちゅう,,ダルマモード,1.7,120.0,False,False
10179,デスマス,yamask-galar,562,第五世代,じめん,ゴースト,38,55,85,30,65,30,303,さまようたましい,,,0.5,1.5,False,False
10180,マッギョ,stunfisk-galar,618,第五世代,じめん,はがね,109,81,99,66,84,32,471,ぎたい,,,0.7,20.5,False,False
10181,ジガルデ,zygarde-10,718,第六世代,ドラゴン,じめん,54,100,71,61,85,115,486,オーラブレイク,,,1.2,33.5,True,False
10182,ウッウ,cramorant-gulping,845,第八世代,ひこう,みず,70,85,55,85,95,85,475,うのミサイル,,,0.8,18.0,False,False
